IsMeta,URL,Key,Value
false,http://wijhatnadhar.org:80,google_ama_config,"[[[[null,0,null,[],null,null,""BODY""],2,[""10px"",""10px"",true],[4],null,[],[],1,[],[],[]],[[null,0,null,[],null,null,""DIV#header""],1,[""10px"",""10px"",true],[4],null,[],[],1,[],[],[]],[[null,0,null,[],null,null,""DIV.masthead""],4,[""10px"",""10px"",true],[2],null,[],[],1,[],[],[]],[[null,0,null,[],null,null,""DIV.extras""],4,[""10px"",""10px"",true],[2],null,[],[],1,[],[],[]],[[null,0,null,[],null,null,""DIV.top-link""],4,[""10px"",""10px"",true],[3],null,[],[],1,[],[],[]],[[null,0,null,[],null,null,""DIV#footer>DIV.html-snippet""],1,[""10px"",""10px"",false],[5],null,[],[],1,[],[],[]],[[null,0,null,[],null,null,""DIV.copyright""],4,[""10px"",""10px"",true],[5],null,[],[],1,[],[],[]],[[null,0,null,[],null,null,""BODY""],3,[""10px"",""10px"",true],[5],null,[],[],1,[],[],[]],[[null,0,null,[],null,null,""DIV#html-snippet-32176560""],1,[""10px"",""10px"",false],[0],null,[],[],1,[],[],[]],[[null,0,null,[],null,null,""DIV#html-snippet-32176560""],4,[""10px"",""15px"",false],[0],null,[],[],1,[],[],[]],[[null,2,null,[],null,null,""DIV#side-column>DIV.html-snippet.widget""],1,[""10px"",""10px"",false],[0],null,[],[],1,[],[],[]],[[null,2,null,[],null,null,""DIV#side-column>DIV.html-snippet.widget""],2,[""10px"",""10px"",false],[0],null,[],[],1,[],[],[]],[[null,1,null,[],null,null,""DIV#side-column>DIV.html-snippet.widget>DIV""],4,[""10px"",""10px"",false],[0],null,[],[],1,[],[],[]],[[null,3,null,[],null,null,""DIV#side-column>DIV.html-snippet.widget""],4,[""10px"",""10px"",false],[0],null,[],[],1,[],[],[]],[[null,0,null,[],null,null,""DIV#tabs-32230545""],2,[""10px"",""10px"",false],[0],null,[],[],1,[],[],[]],[[null,0,null,[],null,null,""DIV.container>DIV.tab_content>DIV.title-only""],4,[""10px"",""10px"",false],[0],null,[],[],1,[],[],[]],[[null,0,null,[],null,null,""DIV.container""],4,[""10px"",""10px"",false],[0],null,[],[],1,[],[],[]],[[null,0,null,[],null,null,""DIV#tabs-32230545""],4,[""10px"",""10px"",false],[0],null,[],[],1,[],[],[]],[[null,4,null,[],null,null,""DIV#side-column>DIV.html-snippet.widget""],1,[""10px"",""10px"",false],[0],null,[],[],1,[],[],[]],[[null,4,null,[],null,null,""DIV#side-column>DIV.html-snippet.widget""],2,[""10px"",""10px"",false],[0],null,[],[],1,[],[],[]],[[null,4,null,[],null,null,""DIV#side-column>DIV.html-snippet.widget""],3,[""10px"",""10px"",false],[0],null,[],[],1,[],[],[]],[[null,4,null,[],null,null,""DIV#side-column>DIV.html-snippet.widget""],4,[""10px"",""10px"",false],[0],null,[],[],1,[],[],[]],[[null,0,null,[],null,null,""DIV#html-snippet-12618460""],2,[""10px"",""10px"",false],[0],null,[],[],1,[],[],[]],[[null,0,null,[],null,null,""DIV#html-snippet-12618460>DIV""],4,[""10px"",""10px"",false],[0],null,[],[],1,[],[],[]],[[null,0,null,[],null,null,""DIV#html-snippet-12618460""],4,[""10px"",""10px"",false],[0],null,[],[],1,[],[],[]],[[null,0,null,[],null,null,""DIV#html-snippet-32206575>DIV.content""],4,[""10px"",""10px"",true],[0],null,[],[],1,[],[],[]],[[null,0,null,[],null,null,""DIV#footer""],1,[""10px"",""10px"",false],[0],null,[],[],1,[],[2,4],[]],[[null,0,null,[],null,null,""DIV.top-link""],2,[""10px"",""10px"",false],[3],null,[],[],1,[],[],[]]],[],[1601200285208],""20200923_200519"",[],[[[[null,1,null,[],null,null,""DIV#main-column>DIV.section.main-headlines.teaser-block.first-child.odd>UL>LI.even.across-the-uae.news-and-reports>DIV.text""],[null,null,null,[],null,null,""H2,P""]],[[null,2,null,[],null,null,""DIV#main-column>DIV.section.main-headlines.teaser-block.first-child.odd>UL>LI.odd.across-the-uae.news-and-reports>DIV.text""],[null,null,null,[],null,null,""H2,P""]],[[null,null,null,[],null,null,""DIV#main-column>DIV.wide.article.goog-trans-section>ARTICLE>DIV.content>DIV.body.html-output""],[null,null,null,[],null,null,""H1,H2""]]]],[[null,[1,3,2],null,""8718066448"",[],[],[0,2],true,null,[1],[]]],[3,[[1,""1vp"",[[4,""2vp"",""2vp""],[6,""3vp"",""3vp""]],8,""1vp"",0.30000001,[""0.2vp"",""0vp"",2]],[2,""300px"",[[4,""600px"",""600px""],[6,""900px"",""900px""]],8,""300px"",0.30000001,[""60px"",""0px"",2]]]],null,null,null,null,null,null,[null,null,null,null,null,null,null,null,null,null,null,false,null,null,false],null,null,null,null,[1121378693],null,null]"
false,https://ome.tv:443,gender,0
false,https://ome.tv:443,ld,"{""UserId"":""pX7o5hfD0dAlhhQB10CEpQ"",""CreatedAt"":""2020-12-12T10:42:18.381777024Z"",""InitalAddr"":""37.211.183.186"",""Hmac"":""OMcRdke609+uXOezlhqUf16HC6nB/3Pp/f6QSNV7Q6s=""}"
false,https://ome.tv:443,snid,"{""token"":""be2a7c9b-389e-4d12-a6ad-4ae662403b8b"",""SnDataStr"":""ipnKII8XV/2WdGTkWcNMzUzPSh3wTHG6OFlwqwnSQh4nPPVSAemaZ99HCi77nKapqmGnHNmEfYk+ebE2rDBLvOjX5+XXBlBySzFoY/GSbMmaeb0ZvxlQe6kUEeBf2ZvM4hNQtxuz2ShPNfIfEHCrhmgb5Z1jGSb6k7xqQnt7tNQeSXlvJ/uB1iCJ0XoANGenEIY3ntE7De5IeLbH9SdAtYm6aZUWgl/Hn/vo6ODv52PPkDiI0XgX7Z27qiVOeKrVcdAbjNPwYgWzAUBjL/+D1+UtgJG2b4be7uAzkgkaJix2oUIcOnx0bKQIn98CndTt56Z4A/zDMduFrXsVIPlR05e8P5YXVLbZOwnsDZcXjRrQXFe9HXauDUJ6vEXKDE5rauhAUqnBJ5gRXly7xOXq9GHYU5PKK5wFAfFAlx5T88L47PP2bkN4aXAtdLPOPorSKMECixlMbONUAe9axoqsuGlXuhya2gMfIfhTByH2kGoY+cIkTSq9mqF+FCU+8ZlnHSIoKePK4mvdkmsbODn3UtxIx49wHuxcF/WN4iF6uM+0cYgGlhHRn/vv2ujnoHvagWjfhGgZ5Z6kuHcUKPyKcYYUisvDIki3AVo4N+eTo7h1zIKoYNSDz7912kQKJj0x7lgDLCc2MfhRw5hxz9br6uU2RLf1NJ2Vom4UI/hV3IqsYtVCbe6cbBjuUcZL0EnOSxTsXA3oXBQ37AKUEUhSZqoJE+GMP5wASm73ir7q4i6LH5DfcYEfVbcMnBtJ88765Kj1M0VieyswM/aVYtiFb8xb2g9RfKUHX4UDkM3o4zRIjRmF1zpHe61GCDun0CZZ7Yd7THSqwvInS3knpM89B2R4aqfK/izJwDBcKWKiXstKzoxuHeBaAuqfp3wc5om6aYMemxSRn6ev/fHr4zOM2hmI2TtEuYf05ykAPenPIKsDmMv9PGagGEZ1e6DFsbAjgN/pKJidud0ppBlZcGFghAFEeS48eOAIl5hn34esuLdxEueGd4/e6j9SXasIlJmkbaAbV76Oegm6CoUPsB6RGx3mTBX0TkV+tkXKWlp7YqUOVPmCdYkTXz/3naWnpCKOGJrNfdYYTrID2FhetNnsq72iBE94aSYuI6DNJIXCKZdVwl5Pfu5KEaofmt/24CN8ogiD0H4UNecNViv9kWUa5JtgCDnr1+ItSXt8qoJqTnVmdqSPsCGGwxlad3+nEdBDmd0yXLFGF7rd+zpVtM/XPYcHmw/fh7/l8fXz8XvMnTvB2TNDvMr/6TAMcqTLfIMYnpD6YFe+DxZncA=="",""SnHmac"":""G5NIyjd/fPMe+Qsj3FVs9tL3LuWSraeGXuTItH5ZlII=""}"
false,https://www.facebook.com:443,falco_queue_immediately^$1607769754765.8,"[{""name"":""web_blue_time_spent_navigation"",""rate"":1,""time"":1607769744222.4,""extra"":{""json_data"":""{\""source_path\"":null,\""source_token\"":null,\""dest_path\"":\""/login.php\"",\""dest_token\"":\""ad976420\"",\""impression_id\"":\""0BoUsYCXKgoXPiJCJ\"",\""cause\"":\""load\"",\""sid_raw\"":\""bajg5z:vj5jm3:ghs8yt\"",\""referrer\"":\""https://ome.tv/\"",\""dest_ef_page\"":null,\""dest_uri\"":\""https://www.facebook.com/login.php?skip_api_login=1&api_key=230299907100419&kid_directed_site=0&app_id=230299907100419&signed_next=1&next=https%3A%2F%2Fwww.facebook.com%2Fv8.0%2Fdialog%2Foauth%3Fclient_id%3D230299907100419%26display%3Dpopup%26redirect_uri%3Dhttps%253A%252F%252Fb.minichat.com%252Fauth%252Ffacebook1%252Fcallback%26response_type%3Dcode%26scope%3Duser_birthday%252Cuser_gender%252Cuser_location%252Cemail%26state%3D4e7adb93231f32bb8afa9e42f1e2676e67ba90bfbf6f917d%26ret%3Dlogin%26fbapp_pres%3D0%26logger_id%3Dd215aa06-f1ea-4089-bd80-9f52653cf2e3%26tp%3Dunspecified&cancel_url=https%3A%2F%2Fb.minichat.com%2Fauth%2Ffacebook1%2Fcallback%3Ferror%3Daccess_denied%26error_code%3D200%26error_description%3DPermissions%2Berror%26error_reason%3Duser_denied%26state%3D4e7adb93231f32bb8afa9e42f1e2676e67ba90bfbf6f917d%23_%3D_&display=popup&locale=en_US&pl_dbl=0\""}""}},{""name"":""web_time_spent_bit_array"",""rate"":1,""time"":1607769752735.66,""extra"":{""sid_raw"":""bajg5z:vj5jm3:ghs8yt"",""start_time"":1607769744,""tos_array"":[511,0],""tos_cum"":9,""tos_id"":""ghs8yt"",""tos_len"":9,""tos_seq"":0}}]"
false,https://www.facebook.com:443,falco_queue_log^$1607769754765.7,"[{""name"":""ods_web_batch"",""rate"":1,""time"":1607769749736.66,""extra"":{""batch"":{""2966"":{""ms.time_spent.qa.www"":{""time_spent.bits.js_initialized"":[1,null]}}}}}]"
false,https://www.facebook.com:443,Session,bajg5z:1607769792204
false,https://platform.twitter.com:443,__widgetsettings,"{""should_obtain_cookie_consent"":false,""features"":{""tfw_experiments_cookie_expiration"":{""bucket"":1209600,""version"":null},""tfw_tiny_tweet"":{""bucket"":""on"",""version"":null}}}"
false,https://platform.twitter.com:443,local_storage_support_test,true
false,https://ome.tv:443,selected_country,QA
false,https://www.hepsiburada.com:443,storefront.core.appVersion,"{""value"":""1.0.0"",""meta"":{""createdAtUnix"":1625394919216}}"
false,https://ivd.gib.gov.tr:443,tusSupport,null
false,https://ivd.gib.gov.tr:443,token,d1078f5e3dc646b78d5d4e5842f21e97feb48d366bc7617458b6679dec12675154a01fccc42292bb04d926bc259dbc75e39dd8e202535fd70a7098396c74a6f7
false,https://www.google.com:443,sb_wiz.zpc.,"{""0"":[[""Error based SQL Injection"",0,[362,308,394,439,357],{""zl"":40009}],[""URL SQL injection"",0,[362,308,394,439,468,357],{""zl"":40009}],[""SQL injection UNION"",0,[362,308,394,439,357],{""zl"":40009}],[""SQLI"",0,[362,308,394,439,357],{""zl"":40009}],[""SQL injection database name"",0,[362,308,394,439,357],{""zl"":40009}],[""W3Schools SQL"",0,[362,308,394,439,357],{""zl"":40009}],[""How to detect SQL injection"",0,[362,308,394,439,357],{""zl"":40009}],[""Online SQL sorgu"",0,[362,308,394,439,357],{""zl"":40009}],[""How to prevent SQL injection"",0,[362,308,394,439,468,357],{""zl"":40009}],[""CREATE VIEW"",0,[362,308,394,439,357],{""zl"":40009}]],""1"":{""ag"":{""a"":{""40009"":[""Son aramalarla ilgili""]}},""q"":""hCayTTnt3J0H7ClFjepFCFLquxs""}}"
false,https://twitter.com:443,branch_session_first,"{""session_id"":""1074599783748970184"",""identity_id"":""1074599783752344166"",""link"":""https://twitter.app.link?%24identity_id=1074599783752344166"",""data"":""{\""+clicked_branch_link\"":false,\""+is_first_session\"":true}"",""browser_fingerprint_id"":""MTA3NDU5OTc4MTg5MDY0MDE4Mg=="",""has_app"":false,""identity"":null}"
